Material,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
test346,4.804903666105173,4.804903666105173,0.9015361610157788,0.9015361610157788,0.2360337768755207,11.076923076923077,499.61700000000013,474.4170000000003,499.20484780000004,184,0,0.097115914510337,-0.31050594364018475,0.31050594364018475,0.097115914510337,0.38461538461538464,0.9230769230769231,1.6153846153846154,15.138362706573309,9.938483688438877,2.152749590131397,-2.2520844698171807,2.384690906709634,-2.0896895215342166,6.062416863802033,1.2803306115166126,3.018891406045081,1.3312891193842322,1851.7357723861505,26.020086322312284,21.275397516240524,21.275397516240524,19.36530598075514,13.092550319238267,13.092550319238267,9.494330029917965,9.494330029917965,7.170247461890276,7.170247461890276,5.358724487419053,5.358724487419053,-5.279999999999997,2197038070.1158676,22.882089307935004,9.881594026458895,4.202341992257293,227.22223863931976,4.899909730850478,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,103.12824016384741,58.297553823093246,40.58274895067083,11.033401435232523,0.0,38.868008688212804,0.0,9.967957041894417,0.0,0.0,4.899909730850478,151.9201297178432,0.0,22.253805966787983,4.899909730850478,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,151.9201297178432,0.0,44.05965583095009,0.0,29.020000000000003,0.0,0.0,0.0,0.0,0.0,44.785914734374195,16.335899920626588,12.393687143226153,12.13273413692322,132.29361816854436,9.967957041894417,0.0,0.0,11.877618265719125,2.429688236432777,9.577296303132414,0.0,48.892120588031794,3.556609940017227,0.0,0.0,0.0,39,0,3,0,0,0,0,6,1,7,0,0,3,0,3,1,5,0,0,0,0,0,5.797731205594602,7,9.586799999999995,162.59899999999965,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test347,2.4064325420250743,2.4064325420250743,0.019293646724215296,0.019293646724215296,0.23224301143575315,13.657142857142857,446.59300000000013,420.3850000000003,446.203450832,166,0,0.015857454143525677,-0.062225394872921315,0.062225394872921315,0.015857454143525677,0.37142857142857144,0.9142857142857143,1.6285714285714286,14.376681648394873,9.813373404641618,2.3463049487626533,-2.2161846244249137,2.4909625539954243,-2.14383285118653,6.008679922998385,0.6604031344619719,3.135103831546947,1.3170547254627984,1752.9161954571914,23.570338854006454,20.047005383792524,20.047005383792524,17.07564941180022,12.356836025229596,12.356836025229596,10.273039900274163,10.273039900274163,7.819532652029297,7.819532652029297,5.871040264746974,5.871040264746974,-4.1599999999999975,228405907.93840867,20.233581541095045,7.418784609233467,3.138758217677138,206.05500999081997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.84298042630543,96.3843441337432,5.41499046939678,0.0,0.0,21.544896857859182,0.0,0.0,0.0,19.26246486877803,0.0,132.45424435262626,0.0,33.380708950181976,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,24.974377382775238,121.32734136923226,0.0,54.925605808041155,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,0.0,66.05250879143514,0.0,0.0,135.17481576861348,0.0,0.0,0.0,0.0,5.119794276450277,10.67691104151526,0.0,44.76345845376653,0.0,4.689836228267935,0.0,0.08571428571428572,35,0,0,1,0,1,0,6,0,6,0,0,0,0,0,0,2,0,0,0,0,0,4.288816666478466,7,9.633299999999995,149.8899999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test348,4.710982694003527,4.710982694003527,0.8904385288065845,0.8904385288065845,0.26584069132090404,12.64516129032258,452.5890000000001,440.4930000000001,452.0224093840001,146,0,0.11513098429929454,-0.17216644612552573,0.17216644612552573,0.11513098429929454,0.5806451612903226,1.2580645161290323,2.064516129032258,32.14097342313246,9.93176112266199,2.257606642981372,-2.1193413305200774,2.5183712959428255,-1.8765487552995608,7.576333677324489,1.5134720616268664,3.555622932857926,1.5725791326370122,1724.631730246178,20.363232072819912,15.941802483666935,18.391292226450112,15.382142733160753,9.759039968229173,12.036130035837338,7.348060379353168,9.488732711551307,5.652117652339437,7.860831366281549,4.290824277745923,6.4965029079842935,-3.259999999999999,54192913.15122023,17.423648697508654,6.617982879220222,2.5106334071468845,188.58237337112558,0.0,22.40817398459965,0.0,0.0,0.0,0.0,0.0,0.0,17.47247854499724,11.336785877934737,54.59730361615449,29.32600418877882,31.299191245261788,23.082766978688724,0.0,77.0000151030909,0.0,8.747079962832899,8.725398582164342,0.0,0.0,72.79640482153933,0.0,22.253805966787983,0.0,11.374772549367124,0.0,23.06497322313335,8.747079962832899,11.35457963349011,0.0,0.0,81.52180340370367,0.0,53.4594956638883,0.0,50.5,0.0,0.0,0.0,0.0,0.0,44.66197995138763,43.255055240556516,0.0,29.535887083319565,63.33354288865311,8.73623927249862,21.371680049440204,4.30863302810654,0.0,2.5448727149006736,7.784530111810056,0.0,25.490284095742528,0.0,0.0,0.0,0.0,31,0,4,0,1,1,0,4,2,6,0,0,6,0,7,3,2,0,0,0,0,0,3.719658347537419,7,8.119600000000002,132.71699999999996,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
test349,2.3241072478374063,2.3241072478374063,1.1468227900225765,1.1468227900225765,0.23078827583102046,11.243243243243244,471.6030000000001,446.4030000000003,471.1986998,174,0,0.04675067739144442,-0.31048402122113133,0.31048402122113133,0.04675067739144442,0.32432432432432434,0.918918918918919,1.6486486486486487,15.138440838979134,9.948367904147913,2.1271059081857584,-2.253761189208727,2.3718986810634046,-2.0899684111137895,6.033106826622293,1.288806438906286,2.966514975793425,1.3479646951676014,1825.8692969535762,24.605872759939192,20.38097032524061,20.38097032524061,18.331632475943923,12.6943230851462,12.6943230851462,9.47880901938346,9.47880901938346,7.166791605152477,7.166791605152477,5.369960280073604,5.369960280073604,-4.879999999999997,758661760.9757679,21.40666088972913,8.964254928726705,3.9131315511568867,216.4075130030979,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.06187309538579,98.04155188633726,17.062158824050687,0.0,0.0,49.37950411083946,0.0,0.0,0.0,0.0,4.899909730850478,151.65917671154028,0.0,11.126902983393991,4.899909730850478,17.062158824050687,0.0,0.0,0.0,0.0,0.0,0.0,151.65917671154028,0.0,43.44424827018277,0.0,3.24,0.0,0.0,0.0,0.0,0.0,17.062158824050687,43.44424827018277,0.0,0.0,156.55908644239076,0.0,0.0,0.0,2.312746842436597,7.545976557699454,5.9677519782093,0.0,54.50685795498798,0.0,0.0,0.0,0.0,37,0,1,0,0,0,0,7,0,7,0,0,1,0,1,0,4,0,0,0,0,0,5.186345010495556,7,10.282999999999989,159.07899999999967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test350,2.212407407407407,2.212407407407407,1.3737962962962964,1.3737962962962964,0.4710734601666233,11.125,206.28799999999998,192.17599999999996,206.109550448,78,0,-0.0145663918003204,-0.061619119555092416,0.061619119555092416,0.0145663918003204,0.5,0.75,1.0,14.100902887432987,9.932647913968513,2.060571047380682,-2.1079197063012414,2.3083154763435765,-1.8659464387837499,6.04769284977127,1.5223163386522982,2.359928740667165,2.6661476433549485,560.9984465766781,11.120955864630139,9.618802153517008,9.618802153517008,7.787693700234703,5.654700538379252,5.654700538379252,4.341167563965421,4.341167563965421,3.470156273394559,3.470156273394559,2.5644227606014756,2.5644227606014756,-1.8199999999999994,7740.566269388301,9.409141869664666,3.3442396665209437,1.1630376402490952,95.5246164117606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.53093654769288,46.519274240634424,0.0,0.0,0.0,21.544896857859182,0.0,0.0,0.0,13.847474399381248,0.0,59.65783953108687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,11.126902983393991,48.53093654769288,0.0,21.544896857859182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.671799841253176,0.0,0.0,62.37841094707412,0.0,0.0,0.0,0.0,5.495185185185186,2.771851851851852,0.0,17.30814814814815,0.0,4.424814814814814,0.0,0.125,16,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.9666515917784757,3,4.609840000000004,70.92800000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test351,4.711500731478185,4.711500731478185,0.002519258953831427,0.002519258953831427,0.2891691993567879,11.484848484848484,429.5670000000001,402.35100000000017,429.22049786400004,162,0,0.09675803588010305,-0.3105059436401848,0.3105059436401848,0.09675803588010305,0.5454545454545454,1.0606060606060606,1.606060606060606,15.13833528631681,9.844155066584067,2.2001283755958934,-2.2537515505372703,2.371915116820159,-2.1236681735946545,5.938359683069849,0.594292853026394,2.84693348883721,1.5951049583079155,1330.2115615446762,22.83828804643758,19.23394563191314,19.23394563191314,16.020987953494505,11.271183114192347,11.271183114192347,9.21762102361057,9.21762102361057,5.898452748256213,5.898452748256213,4.286316301407832,4.286316301407832,-3.9799999999999986,45088138.31344999,20.896787777244196,8.51318765302999,4.100241719382915,194.94324835910703,4.899909730850478,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,81.43488228368798,52.94009586356043,35.01929745897384,11.033401435232523,0.0,28.09556025928321,0.0,9.967957041894417,0.0,26.186202068468653,4.899909730850478,115.01901173030895,0.0,11.126902983393991,4.899909730850478,17.062158824050687,0.0,0.0,9.967957041894417,5.41499046939678,0.0,26.334663090768867,109.45556023861194,0.0,22.160304418626517,0.0,29.020000000000003,0.0,0.0,0.0,5.41499046939678,0.0,39.2224632426772,5.563451491696996,12.393687143226153,12.13273413692322,115.58423880933215,4.9839785209472085,0.0,0.0,11.667918842867644,0.0,8.72897655368126,0.0,33.98480768308618,3.5567776459885048,6.644852607709751,0.0,0.13333333333333333,33,0,3,0,0,0,0,4,1,5,0,0,3,0,3,1,4,0,0,0,0,0,5.390856839188585,5,8.064100000000007,138.35699999999989,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test352,2.3150205049880372,2.3150205049880372,0.06438832480953538,0.06438832480953538,0.2663231870915637,11.833333333333334,386.53800000000007,360.33000000000015,386.203450832,146,0,-0.0026600265785980703,-0.06222539489359168,0.06222539489359168,0.0026600265785980703,0.4,0.8,1.3,14.260792382279078,9.776942548542296,2.225656215284083,-2.2585076927353547,2.4315352510724004,-2.1261790901502726,6.150876895569516,0.6011132151640467,2.7700458764012597,1.8129381461787457,1277.6301190842562,20.71696770287794,17.814954576223645,17.814954576223645,14.537824705900112,10.63675134594813,10.63675134594813,9.034543236939486,9.034543236939486,5.962178854536283,5.962178854536283,4.707383028680436,4.707383028680436,-3.379999999999998,10073216.428615652,18.636138493771867,7.145139038652551,3.094842687089008,178.36868905268182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.8994517629193,54.777144785740944,0.0,0.0,0.0,21.544896857859182,0.0,0.0,0.0,26.186202068468653,0.0,108.69169165554442,0.0,22.253805966787983,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,26.334663090768867,103.12824016384741,0.0,43.798702824647165,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,0.0,49.36215431634416,0.0,0.0,123.8994517629193,0.0,0.0,0.0,0.0,5.360040769649356,6.588302292268778,0.0,37.35659542311775,0.0,6.945061514964111,0.0,0.13333333333333333,30,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,2,0,0,0,0,0,4.438593356052831,5,8.624500000000001,131.02599999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test353,4.685142668178383,4.685142668178383,0.8882723922902495,0.8882723922902495,0.3193530062058162,12.428571428571429,396.50000000000006,384.40400000000005,396.0503383840001,132,0,0.11515307917076921,-0.17216644297111497,0.17216644297111497,0.11515307917076921,0.6071428571428571,1.2857142857142858,2.142857142857143,32.140758466862806,9.913260740249648,2.260552416306889,-2.133296208048083,2.5204032460162207,-1.88694258143845,7.576312007635484,1.514883071988604,3.4191577487985754,1.7762257646895416,1442.9662899320897,18.501424753254113,14.533554193203072,16.166547355058523,13.915816237971967,8.856774741909016,10.317368228589459,6.56560928894741,7.622504664658721,5.045706366242001,6.102601741953313,3.8343334856461837,4.953603649800765,-3.219999999999999,9907925.91142055,15.800674108449652,6.153909586463204,2.2192567033548753,168.26034556897886,0.0,22.40817398459965,0.0,0.0,0.0,0.0,0.0,0.0,17.47247854499724,0.0,72.79640482153933,21.899351412323583,11.126902983393991,23.082766978688724,0.0,56.26338939221796,0.0,8.747079962832899,8.725398582164342,0.0,0.0,72.79640482153933,0.0,22.253805966787983,0.0,11.374772549367124,0.0,11.728187345198613,8.747079962832899,11.35457963349011,0.0,0.0,81.52180340370367,0.0,44.05965583095009,0.0,50.5,0.0,0.0,0.0,0.0,0.0,44.66197995138763,33.85521540761832,0.0,18.19910120538483,72.06978216115174,0.0,18.687078924162257,2.4755692029898375,0.0,2.3758097839176484,7.78799057277232,0.0,25.006884849491268,0.0,0.0,0.0,0.0,28,0,4,0,1,1,0,4,1,5,0,0,5,0,6,2,2,0,0,0,0,0,3.4727114238774734,6,6.904900000000004,117.33400000000002,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test354,2.3277847226080244,2.3277847226080244,1.134196337150503,1.134196337150503,0.19371672302658882,11.255813953488373,547.7010000000002,518.4690000000004,547.229999928,202,0,0.0461535379182915,-0.3105059437185673,0.3105059437185673,0.0461535379182915,0.27906976744186046,0.7906976744186046,1.4651162790697674,15.13826512446702,9.940811103102314,2.1224603456278968,-2.2516021575276617,2.365847667540529,-2.0892669510296327,6.031750541391315,1.2832813501403697,3.079117239022118,1.1397678489020453,2170.500271397128,28.589000423064626,23.690371401999116,23.690371401999116,21.297958971132708,14.76569029019212,14.76569029019212,11.05615928857308,11.05615928857308,8.383846445074132,8.383846445074132,6.225992022928564,6.225992022928564,-5.659999999999997,18368474382.045204,25.081458191296235,10.630648365278969,4.714495325244281,251.46460720916193,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.26097430077064,115.23482193819287,17.062158824050687,0.0,0.0,49.37950411083946,0.0,0.0,0.0,0.0,4.899909730850478,175.9246449853867,0.0,22.253805966787983,4.899909730850478,17.062158824050687,0.0,0.0,0.0,0.0,0.0,0.0,175.9246449853867,0.0,54.57115125357676,0.0,3.24,0.0,0.0,0.0,0.0,0.0,17.062158824050687,54.57115125357676,0.0,0.0,180.82455471623717,0.0,0.0,0.0,2.294460938208042,7.578910884383806,8.368039424221607,0.0,63.42525541985323,0.0,0.0,0.0,0.0,43,0,1,0,0,0,0,8,0,8,0,0,1,0,1,0,5,0,0,0,0,0,6.200747965584096,8,11.94999999999998,184.51499999999956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test355,6.274678509717307,6.274678509717307,0.11523510869102815,-0.20794794557962004,0.19221848461335664,14.319148936170214,626.8250000000002,592.5530000000003,626.2391847079999,228,0,0.1349639540840872,-0.45606607463566146,0.45606607463566146,0.1349639540840872,0.5531914893617021,1.2127659574468086,2.0425531914893615,32.12237515475396,9.737697703659874,2.3720204214324725,-2.298258519756032,2.581480550669434,-2.1526703171155432,7.576185067154865,0.5936522862676303,3.7642929845911968,1.41614827615175,2506.7079130433085,32.07841054351422,27.180578886530537,27.997075467458263,22.71449463213397,16.262062141961316,16.992358885301538,14.317569692989922,14.846017380845579,10.062151881412738,10.590599569268393,7.938233799676729,8.497868881754014,-5.059999999999998,102033738894.26549,28.185583286247066,9.968677799874214,4.107270587063981,278.35578768223536,4.417150937053347,22.54081283265161,0.0,0.0,0.0,0.0,0.0,0.0,8.725398582164342,0.0,125.61419202537733,85.3149736602132,21.75089039002337,11.35457963349011,4.417150937053347,44.667840895071315,0.0,0.0,8.725398582164342,45.448666937246685,0.0,131.95132877586164,0.0,44.507611933575966,0.0,11.374772549367124,0.0,0.0,0.0,22.18456057228367,0.0,51.3090404735441,128.40352381998832,0.0,66.44610064579004,0.0,37.86,0.0,0.0,0.0,10.82998093879356,0.0,55.56706722836919,50.29874007536908,0.0,12.13273413692322,137.74692616230055,13.14254951921769,16.372380172574317,1.305610353192649,0.0,2.242621734645857,16.99771215890111,0.0,41.68266445080983,0.0,11.565677796542904,0.0,0.16279069767441862,47,0,3,1,1,2,0,6,1,7,0,0,3,0,4,2,3,0,0,0,0,0,5.978148901747167,9,12.91719999999998,197.83299999999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test356,4.852632590073067,4.852632590073067,0.832933673469388,0.832933673469388,0.24705594901109143,10.777777777777779,464.5720000000001,440.3800000000003,464.20009676800004,172,0,0.11480757367437316,-0.30825015080449364,0.30825015080449364,0.11480757367437316,0.3333333333333333,0.6111111111111112,0.8888888888888888,15.171872859732911,10.098389117744906,2.2125322260535945,-2.291274172212,2.429380293680815,-2.1372348442818434,6.026679059411354,1.2218158971957989,2.9652052262509865,1.5962841650451496,1370.203066848928,24.158279002746486,19.645260842550858,19.645260842550858,17.898979485566354,11.942003507442285,11.942003507442285,8.370386066669461,8.370386066669461,6.121927410548389,6.121927410548389,4.552270803583517,4.552270803583517,-4.959999999999997,410099743.61141646,21.565126231675006,9.724601664684899,4.054777051386383,210.300407777788,9.799819461700956,11.033401435232523,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,72.79640482153933,60.6636706846161,35.143232241960405,11.374772549367124,0.0,45.157719083333895,0.0,9.967957041894417,0.0,0.0,9.799819461700956,145.85376264938162,0.0,0.0,9.799819461700956,34.124317648101375,0.0,0.0,9.967957041894417,0.0,0.0,0.0,145.85376264938162,0.0,11.033401435232523,0.0,32.260000000000005,0.0,0.0,0.0,0.0,0.0,45.157719083333895,0.0,12.393687143226153,24.26546827384644,118.99442669401,9.967957041894417,0.0,0.0,14.169883471907283,0.0,7.856754789355801,0.0,45.78059529882762,3.5260997732426302,0.0,0.0,0.0,36,0,4,0,0,0,0,5,1,6,0,0,4,0,4,1,6,0,0,0,0,0,5.825340623657965,6,8.569400000000002,148.9039999999997,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test357,17.10483541263664,17.10483541263664,0.6063433117964698,-4.1420252723066575,0.16879661205003904,16.244444444444444,626.6060000000002,597.3740000000004,626.1833277679999,220,0,0.7369340178690982,-0.3930255456571116,0.7369340178690982,0.3930255456571116,0.6222222222222222,1.1555555555555554,1.7777777777777777,32.13468896230924,9.863538530065844,2.5597456252730706,-2.32503960393259,2.4854303760611263,-2.5098718558099837,7.257972199857536,-0.36307226415937927,3.7344054862286296,1.2560843429286979,2573.2552761033103,30.9380641519669,25.62710675579049,27.26009991764594,21.66274092922622,15.294525613698376,16.927518775553825,12.439667452322063,14.607221365295715,10.05101228317881,12.354648959640423,8.259235185476545,10.432052117644123,-4.325064935064934,33732681971.416496,27.023933025622405,9.117970063765453,3.454696963313992,267.4690855183107,17.595969314854766,5.711685002770702,5.697039313055833,0.0,0.0,6.970048599862962,0.0,0.0,0.0,22.673571755869474,48.53093654769288,86.4774336794716,69.67190227011018,5.573104530069267,13.117856656867854,86.84609094237724,0.0,4.47811265798691,0.0,34.61868599845312,0.0,118.7140417746786,0.0,11.126902983393991,0.0,8.631317787192485,0.0,22.673571755869474,21.646385130295943,0.0,13.847474399381248,43.28597057216278,96.19928280158767,0.0,62.61768856726811,0.0,7.9399999999999995,6.970048599862962,0.0,8.631317787192485,0.0,22.79658030552346,38.97311955699578,49.309228051397874,22.673571755869474,34.61868599845312,84.92913895846256,0.0,41.78368895314033,3.538528438359949,0.0,4.761625171579169,8.96968045741141,0.0,29.667362945261644,0.0,5.6124473675808435,0.0,0.13157894736842105,45,0,2,0,2,2,0,4,3,7,0,0,3,0,7,5,2,0,0,0,0,0,5.475631385173948,9,11.435739999999985,191.05939999999964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
