Material,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
test6,2.516895956685143,2.516895956685143,0.027383332765050783,0.027383332765050783,0.1728722291284376,14.408163265306122,644.7560000000002,591.3320000000002,644.4301800960001,250,0,0.2516585206331147,-0.31144531452356594,0.31144531452356594,0.2516585206331147,0.3673469387755102,0.6938775510204082,1.0204081632653061,15.18369936605607,9.328095786567443,2.436315345532403,-2.445506781769551,2.450133048069503,-2.613028357822714,6.999870875055782,0.5897805165815284,3.0240216303684386,1.5407522429804215,1897.041807964996,35.258419587205324,31.786732036413184,31.786732036413184,22.836503100062117,18.07048527965761,18.07048527965761,18.454710351975418,18.454710351975418,10.704560806583114,10.704560806583114,7.654095525354465,7.654095525354465,-4.235064935064933,45062749114.85526,33.270771046453476,11.13959636962344,5.696339227735741,295.8296566351778,9.799819461700956,0.0,0.0,0.0,6.712752285302701,0.0,0.0,0.0,0.0,0.0,137.682150012442,108.8331141733125,34.124317648101375,0.0,0.0,57.225479714648564,0.0,0.0,0.0,104.7448082738746,9.799819461700956,125.3820461306354,0.0,0.0,26.188229242945457,34.124317648101375,0.0,0.0,6.712752285302701,21.65996187758712,0.0,105.33865236307544,103.12824016384741,0.0,0.0,0.0,6.48,0.0,0.0,0.0,28.37271416288982,0.0,0.0,72.76653339613385,0.0,0.0,196.01290602183587,0.0,0.0,0.0,5.033791913370286,0.0,17.215675128167373,0.0,39.94233662675426,0.0,27.808196331708096,0.0,0.34782608695652173,49,0,2,0,2,2,0,5,0,5,0,0,2,0,3,2,2,0,0,0,0,0,7.563733884972363,7,10.95919999999999,215.26399999999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test7,2.5786449278785586,2.5786449278785586,0.0151008513292068,-0.04074381441301478,0.15395528001017603,13.91304347826087,910.1559999999997,833.5479999999995,909.613229832,354,0,0.2516620596092685,-0.31136707099751,0.31136707099751,0.2516620596092685,0.34782608695652173,0.6666666666666666,1.0,15.204735904784208,9.327742399169965,2.4480536032206093,-2.454230362239085,2.4920782739284877,-2.6138543657615547,7.000386828002086,0.589780516581531,3.2733997393252707,1.4224237513349263,2864.8730456377652,49.7496189398385,44.85274778543013,44.85274778543013,32.19569501100814,25.488099358496388,25.488099358496388,25.520984602347546,25.520984602347546,14.833257560739748,14.833257560739748,10.396591590451283,10.396591590451283,-5.995064935064931,647880480464027.1,48.045200837695624,16.85574046183365,8.94249886552713,416.2582735182853,14.699729192551434,0.0,0.0,0.0,6.712752285302701,0.0,0.0,0.0,0.0,0.0,190.49993721627996,155.5583819461111,45.4990901974685,5.687386274683562,0.0,74.28763853869926,0.0,0.0,0.0,150.69639078788592,14.699729192551434,178.97351859326065,0.0,0.0,31.088138973795935,51.18647647215206,0.0,0.0,6.712752285302701,27.0749523469839,0.0,157.00214739108398,145.59280964307868,0.0,0.0,0.0,9.72,0.0,0.0,0.0,33.7877046322866,5.917906046161393,28.43693137341781,72.51866383016072,0.0,0.0,277.9960712303706,0.0,0.0,0.0,7.643930277357856,0.0,22.521074292169114,0.42861356664511885,56.99786311562914,0.0,39.325185414865444,0.0,0.35384615384615387,69,0,3,0,2,2,0,7,0,7,0,0,3,0,4,2,6,0,0,0,0,0,11.736774431258988,9,16.849899999999966,302.7360000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test8,6.136775401813941,6.136775401813941,0.9200806490270327,0.9200806490270327,0.2217165253895342,11.58974358974359,496.6090000000002,472.41700000000037,496.182715388,182,0,0.1349639569855123,-0.4560660746239385,0.4560660746239385,0.1349639569855123,0.28205128205128205,0.717948717948718,1.358974358974359,16.33598313410624,9.852317299025442,2.1734006787481492,-2.1768724272960145,2.444600465301429,-1.9055747257235063,6.217537230236744,0.6687622058179465,3.382312497467548,1.3980678791497707,2091.527616945095,25.76057329831844,21.264654751014888,21.264654751014888,19.348469228349533,13.360383777314208,13.360383777314208,10.09370333365264,10.09370333365264,7.877564222826668,7.877564222826668,6.091960016234637,6.091960016234637,-5.139999999999997,3085201508.970005,21.899053640895968,8.7164425223503,3.4777083807027624,226.1236731287066,4.417150937053347,11.166040283284485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.39370843769387,73.12470701342598,10.772448428929591,0.0,4.417150937053347,43.48338557007326,0.0,0.0,0.0,0.0,0.0,145.59280964307868,0.0,33.380708950181976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.00996058013203,0.0,76.86409452025522,0.0,13.14,0.0,0.0,0.0,0.0,0.0,21.938488712214077,54.925605808041155,0.0,12.13273413692322,133.46007550615548,4.417150937053347,6.136775401813941,0.0,0.0,7.331035919457344,9.271877613356502,0.0,52.093644398705564,0.0,0.0,0.0,0.0,39,0,1,0,0,0,0,7,1,8,0,0,1,0,1,1,3,0,0,0,0,0,4.894406214223995,8,10.893399999999986,165.03999999999965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test9,4.720627243193982,4.720627243193982,0.8609054920815383,0.8609054920815383,0.23043826702697273,11.891891891891891,513.6510000000002,494.4990000000002,513.1081876080001,176,0,0.11513062501712708,-0.31050594356115024,0.31050594356115024,0.11513062501712708,0.4594594594594595,0.8918918918918919,1.4054054054054055,32.140759144147474,9.936177043749622,2.257460490932901,-2.252379744400737,2.515241758761803,-2.0896362969674787,7.576315076943024,1.2831906861930449,3.6432887335368687,1.3796083798444028,1753.074793231933,24.60587275993919,19.522219673030406,21.15521283488586,18.382142733160748,11.848962340204867,13.309555826885312,8.592282821480529,9.649178197191846,6.4296959995423295,7.48659137525364,4.787751021894713,5.907021186049289,-4.459999999999998,1079840468.4580648,21.79302444248813,9.202125376739456,3.761353741150377,221.45270311957506,4.899909730850478,22.40817398459965,0.0,0.0,0.0,0.0,0.0,0.0,17.47247854499724,0.0,78.86277189000094,47.52510539416365,28.189061807444677,23.082766978688724,0.0,62.55309978733906,0.0,8.747079962832899,8.725398582164342,0.0,4.899909730850478,115.26097430077064,0.0,22.253805966787983,4.899909730850478,28.43693137341781,0.0,11.728187345198613,8.747079962832899,11.35457963349011,0.0,0.0,123.98637288293497,0.0,33.287207402020506,0.0,53.74,0.0,0.0,0.0,0.0,0.0,61.72413877543831,23.082766978688724,0.0,30.33183534230805,89.82904868931304,17.47247854499724,18.831697684055605,2.453524647201525,2.252237129419669,0.0,10.813378531697992,0.0,39.6491620076252,0.0,0.0,0.0,0.0,37,0,5,0,1,1,0,5,1,6,0,0,6,0,7,2,5,0,0,0,0,0,5.420057925895223,7,9.221499999999997,154.51099999999974,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test10,4.793918886999244,4.793918886999244,0.932061733644075,0.932061733644075,0.2703776423453162,11.636363636363637,438.5550000000002,420.41100000000023,438.1190695760001,154,0,0.09711591742761352,-0.25232824688292144,0.25232824688292144,0.09711591742761352,0.48484848484848486,1.1818181818181819,2.090909090909091,32.13350471470927,9.935701455354803,2.1436062118723562,-2.1226931451613575,2.394288367044421,-1.9144475136918557,7.2538611076037345,1.2949159541974378,3.2564720617388305,1.487664903403066,1825.5607499460773,21.777445635193004,17.694980326877047,18.511476907804774,16.365305980755146,11.002627947262567,11.819124528190294,8.250107587790605,9.33388454427743,6.392669114687387,7.5444874529181885,4.86093416234678,5.9473426284305715,-4.079999999999998,125600225.64158264,18.487604696842666,7.224800411808296,2.8646638007940814,194.35190889087028,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,11.336785877934737,78.86277189000094,40.09845261770841,43.69287838848794,11.033401435232523,0.0,53.31492400396464,0.0,9.967957041894417,0.0,0.0,0.0,109.45556023861194,0.0,22.253805966787983,0.0,0.0,0.0,11.336785877934737,9.967957041894417,0.0,0.0,0.0,109.45556023861194,0.0,64.23194409281788,0.0,25.78,0.0,0.0,0.0,0.0,0.0,22.160304418626517,42.071639674191374,12.393687143226153,11.336785877934737,97.06187309538579,9.967957041894417,2.628072811196771,1.842030843356774,9.586250652656226,5.057551360779036,6.438776379761681,0.0,34.70371020050685,3.5769410850760055,0.0,0.0,0.0,33,0,2,0,0,0,0,5,2,7,0,0,3,0,3,2,2,0,0,0,0,0,4.0475531523363,7,8.4849,140.80499999999984,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
test11,4.571279289493575,4.571279289493575,0.059028958805744436,0.059028958805744436,0.6404754678947188,11.75,262.35600000000005,244.21199999999996,262.146998576,100,0,0.09675801564434067,-0.2526731267476718,0.2526731267476718,0.09675801564434067,0.75,1.4,2.05,14.775265046822314,9.84448883075561,2.192572074735605,-2.2094822568423207,2.3305701956392246,-2.122685392929376,5.931875822889027,0.5942935978417377,2.45740425657724,2.3289308357600484,740.2081220982182,14.164925939000158,12.090579613706552,12.090579613706552,9.571498210711326,6.8683119133735335,6.8683119133735335,6.03026388855449,6.03026388855449,3.5179532357063787,3.5179532357063787,2.51262362099603,2.51262362099603,-2.2199999999999998,43918.72887354843,12.79567188517576,4.711471489377441,2.1783432255990154,119.06922627677565,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,63.23578107830314,16.54189345279077,17.957138634923147,11.033401435232523,0.0,11.033401435232523,0.0,9.967957041894417,0.0,26.186202068468653,0.0,60.42170811415441,0.0,11.126902983393991,0.0,0.0,0.0,0.0,9.967957041894417,5.41499046939678,0.0,26.334663090768867,54.85825662245742,0.0,22.160304418626517,0.0,25.78,0.0,0.0,0.0,5.41499046939678,0.0,16.59685292692952,11.126902983393991,12.393687143226153,6.06636706846161,67.13737105173595,0.0,0.0,0.0,9.140483749055178,0.0,5.594138558201059,0.0,14.692469529478457,3.535277777777778,6.620963718820861,0.0,0.2222222222222222,20,0,2,0,0,0,0,2,1,3,0,0,2,0,2,1,1,0,0,0,0,0,3.0143221637217046,3,4.594300000000004,83.67400000000005,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test12,2.304570402107379,2.304570402107379,1.1355225756199092,1.1355225756199092,0.20359606393668336,11.414634146341463,521.6630000000002,494.4470000000004,521.2143498639999,192,0,0.04615354349989809,-0.31050594369704115,0.31050594369704115,0.04615354349989809,0.2926829268292683,0.6829268292682927,1.170731707317073,15.1382666192366,9.870489767796327,2.1584779165889008,-2.2528893368076583,2.426668982018237,-2.08947638358326,6.271294903933638,1.2834329552090435,3.0527920401283226,1.2785566443179976,2073.6299380274677,27.174786860691533,22.535670863619863,22.535670863619863,20.34846922834953,14.116972815956576,14.116972815956576,10.568125416860498,10.568125416860498,8.214686835014257,8.214686835014257,6.313601925998862,6.313601925998862,-5.399999999999997,7293009794.906392,23.484590799885382,9.656959772160914,3.940551847708207,239.44363208929752,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.39370843769387,90.96935366434639,17.062158824050687,0.0,0.0,49.37950411083946,0.0,0.0,0.0,0.0,4.899909730850478,163.7919108484635,0.0,22.253805966787983,4.899909730850478,17.062158824050687,0.0,0.0,0.0,0.0,0.0,0.0,163.7919108484635,0.0,54.57115125357676,0.0,3.24,0.0,0.0,0.0,0.0,0.0,17.062158824050687,54.57115125357676,0.0,0.0,168.69182057931397,0.0,0.0,0.0,2.304570402107379,7.852372763861345,8.43106230190077,0.0,59.07866119879718,0.0,0.0,0.0,0.0,41,0,1,0,0,0,0,8,0,8,0,0,1,0,1,0,5,0,0,0,0,0,5.531457283418376,8,11.387799999999983,175.7009999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test13,6.43885841795793,6.43885841795793,0.21049940690014313,-0.21049940690014313,0.16080512166903765,13.193548387096774,814.026,774.7139999999998,813.2813838679999,294,0,0.13496395714255782,-0.45606607462363696,0.45606607462363696,0.13496395714255782,0.41935483870967744,0.967741935483871,1.7258064516129032,32.122376134867466,9.792761050577182,2.373328915690021,-2.319101574333239,2.6092140945868203,-2.151854126280309,7.576345962235609,0.6603924190865758,4.027820297898104,1.2387688035082427,3418.0445834255297,41.364656826074,34.21069625068526,35.027192831612986,30.52513915458339,21.07561694530308,21.805913688643304,16.62503527442807,17.153482962283732,12.75708057068903,13.285528258544687,9.819385819950899,10.374202184615807,-7.599999999999996,519513866789620.3,36.268192913054456,14.26027566728523,5.659577710768508,363.8271355130442,9.317060667903824,22.540812832651607,0.0,0.0,0.0,0.0,0.0,0.0,8.725398582164342,0.0,165.5066511109215,98.60199997296587,44.252565922784484,17.041965908173673,4.417150937053347,61.729999719122,0.0,0.0,8.725398582164342,19.26246486877803,4.899909730850478,211.31701624262712,0.0,55.634514916969955,4.899909730850478,28.43693137341781,0.0,0.0,0.0,16.769570102886888,0.0,24.974377382775238,213.3326627784508,0.0,77.57300362918404,0.0,41.1,0.0,0.0,0.0,5.41499046939678,0.0,89.31958052751085,39.171837091975085,0.0,12.13273413692322,206.8047632525416,13.14254951921769,16.914273435848823,1.2670596375092225,2.3787160913748213,2.1569624017205262,20.307183937265997,0.0,71.8473898430706,0.0,4.71174798654333,0.0,0.05263157894736842,62,0,4,1,1,2,0,9,1,10,0,0,4,0,5,2,7,0,0,0,0,0,8.341845627329631,12,16.756499999999978,259.2519999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test14,16.150578231292517,16.150578231292517,0.19553711319110856,-3.981626511715797,0.482416174865513,18.551724137931036,394.318,365.086,394.2391857680001,152,0,0.7369250185695854,-0.3930256646513423,0.7369250185695854,0.3930256646513423,0.896551724137931,1.4827586206896552,2.0344827586206895,19.24807386236981,9.813258066505075,2.5652652289914353,-2.326057397220506,2.4783196662688582,-2.511628875141073,6.5816538442491055,-0.3635562228561082,3.0477397585442554,2.112209993041234,1139.778715522147,21.46373713620825,18.614457752156127,18.614457752156127,13.402606663993629,10.257944353489181,10.257944353489181,9.437372662680204,9.437372662680204,6.532705749541482,6.532705749541482,5.780695251363352,5.780695251363352,-2.4250649350649347,2422867.771329444,19.87255428066809,6.038493872599086,2.4886280088296786,171.86437510206926,17.595969314854766,5.711685002770702,5.697039313055833,0.0,0.0,6.970048599862962,0.0,0.0,0.0,0.0,51.10304694137992,49.93077024640172,34.900430276443885,0.0,13.117856656867854,18.254838132702933,0.0,4.47811265798691,5.41499046939678,55.38989759752498,0.0,64.12639119689634,0.0,11.126902983393991,0.0,8.631317787192485,0.0,0.0,21.646385130295943,0.0,19.26246486877803,58.49373067953765,47.17508371550242,0.0,16.70000751346326,0.0,7.9399999999999995,6.970048599862962,0.0,8.631317787192485,5.41499046939678,22.79658030552346,33.40966806529879,8.96465152766228,0.0,64.95052134076117,20.771211599071872,0.0,34.92451294406652,0.0,0.0,0.0,8.205882776651627,0.0,9.856561557563541,0.0,11.92970938838498,0.0,0.375,29,0,2,0,2,2,0,1,1,2,0,0,1,0,5,3,1,0,0,0,0,0,4.137941284714034,4,6.588840000000007,118.40040000000006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test15,2.4644675925925923,2.4644675925925923,0.09634585012262842,0.09634585012262842,0.16401736156603924,12.5,663.6330000000002,629.3610000000001,663.2845784880001,244,0,0.2516320503863471,-0.3114237385745912,0.3114237385745912,0.2516320503863471,0.3269230769230769,0.7115384615384616,1.1730769230769231,15.185664690125071,9.331062064726153,2.428078106336388,-2.4402095415945655,2.4579925345618934,-2.6092319123657,6.999745422953515,1.2522099279051149,3.221835449896492,1.2025954698229526,2369.207242286202,34.43393540575586,28.548900208136786,28.548900208136786,25.831632475943923,17.90198927543051,17.90198927543051,13.374118294600379,13.374118294600379,10.400559441780644,10.400559441780644,8.178793161354712,8.178793161354712,-6.775064935064932,2600005578298.3345,30.082524464265724,12.524406569429155,4.914628558169931,304.92169909322746,14.699729192551434,0.0,0.0,0.0,6.712752285302701,0.0,0.0,0.0,0.0,0.0,121.32734136923226,112.44445172310107,51.18647647215206,0.0,0.0,74.28763853869926,0.0,0.0,0.0,0.0,14.699729192551434,206.2564803276947,0.0,11.126902983393991,31.088138973795935,51.18647647215206,0.0,0.0,6.712752285302701,0.0,0.0,0.0,206.2564803276947,0.0,11.126902983393991,0.0,9.72,0.0,0.0,0.0,6.712752285302701,0.0,28.43693137341781,50.26485786337273,0.0,0.0,220.95620952024612,0.0,0.0,0.0,7.241569312655171,0.0,16.800724111356672,0.0,74.52802739253218,0.0,0.09634585012262842,0.0,0.0,52,0,3,0,2,2,0,8,0,8,0,0,3,0,4,2,6,0,0,0,0,0,7.245495519716594,10,10.90599999999999,220.5829999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test16,2.4874792139077853,2.4874792139077853,0.048839776453637684,0.048839776453637684,0.20652581343535917,13.951219512195122,532.5400000000002,495.24400000000037,532.304979584,202,0,0.2516585206329983,-0.31144565889843245,0.31144565889843245,0.2516585206329983,0.43902439024390244,0.8536585365853658,1.2439024390243902,15.183315362306118,9.32810842809465,2.433609835165539,-2.4440834558235247,2.441132269872598,-2.612959981969723,6.999830077954493,0.5904530046878924,2.961666738381428,1.5989608141124114,1633.5711259040668,28.517932611199154,24.941432574792437,24.941432574792437,19.626159669017042,14.7491180746117,14.7491180746117,13.532060621165053,13.532060621165053,8.750287776792025,8.750287776792025,6.587223467046091,6.587223467046091,-4.235064935064933,2262230423.20505,25.71420199568151,9.141263156723905,4.0966930974317615,244.91011972000493,9.799819461700956,0.0,0.0,0.0,6.712752285302701,0.0,0.0,0.0,0.0,0.0,108.2724609512215,86.87623025112494,34.124317648101375,0.0,0.0,57.22547971464857,0.0,0.0,0.0,52.372404136937305,9.799819461700956,126.38787728416465,0.0,0.0,26.188229242945454,34.124317648101375,0.0,0.0,6.712752285302701,10.82998093879356,0.0,52.66932618153773,115.26097430077064,0.0,0.0,0.0,6.48,0.0,0.0,0.0,17.54273322409626,0.0,0.0,61.639630412739855,0.0,0.0,166.6032169606153,0.0,0.0,0.0,4.942228127362056,0.0,14.352868895874847,0.0,42.846426660310584,0.0,14.02514298311917,0.0,0.21052631578947367,41,0,2,0,2,2,0,5,0,5,0,0,2,0,3,2,2,0,0,0,0,0,5.7331777392117,7,8.364200000000006,177.8639999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test17,4.568408919123205,4.568408919123205,0.058309004157218736,-0.058309004157218736,0.471154443780641,13.409090909090908,326.45000000000005,312.33799999999997,326.065988448,110,0,0.11479333509046384,-0.17251579228817482,0.17251579228817482,0.11479333509046384,0.8636363636363636,1.5454545454545454,2.272727272727273,32.14075802306371,9.823683013687857,2.3028315914320516,-2.2201823092442066,2.507074093686771,-2.121243457789773,7.576182046438154,0.596404891914497,3.119880295419308,2.178320268688616,945.676526174387,15.31962647737941,12.49210230887569,14.125095470731143,10.571498210711326,7.035407536863098,8.496001023543538,6.28890028264001,7.345795658351321,3.7367322840490442,4.793627659760356,2.84621200671755,3.9654821708721273,-1.9199999999999997,195242.1088873403,13.722992950448896,4.7911764445602545,1.9446086252745989,135.98135528876608,0.0,22.40817398459965,0.0,0.0,0.0,0.0,0.0,0.0,17.47247854499724,0.0,51.10304694137992,10.978441961093775,11.126902983393991,23.082766978688724,0.0,45.490940963288374,0.0,8.747079962832899,8.725398582164342,26.186202068468653,0.0,35.89528683400505,0.0,11.126902983393991,0.0,11.374772549367124,0.0,11.728187345198613,8.747079962832899,16.769570102886888,0.0,26.334663090768867,39.05723392447239,0.0,22.160304418626517,0.0,50.5,0.0,0.0,0.0,5.41499046939678,0.0,39.098528459690634,23.082766978688724,0.0,18.19910120538483,50.37642428099234,0.0,18.269486016628875,2.5076677059712766,0.0,0.0,7.006409911186697,0.0,10.25186153628118,0.0,6.547908163265305,0.0,0.25,22,0,4,0,1,1,0,2,1,3,0,0,5,0,6,2,1,0,0,0,0,0,2.98860366241169,4,5.382200000000004,93.09200000000003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
